Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy,test_sat_phi1,test_sat_phi2
0,0.5913708806037903,0.5917515754699707,0.6499999761581421,0.3452380895614624,0.9998000264167786,0.000534872233401984
1,0.5917280912399292,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00033201774931512773
2,0.5917466878890991,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00025822719908319414
3,0.591749370098114,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0002269744873046875
4,0.5917500257492065,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00021153688430786133
5,0.5917503237724304,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00020235776901245117
6,0.5917505025863647,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00019570191216189414
7,0.5917506217956543,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00019005934882443398
8,0.5917506814002991,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00018491347145754844
9,0.5917507410049438,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00018004576850216836
10,0.5917508006095886,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00017537672829348594
11,0.5917508602142334,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001708666532067582
12,0.5917509198188782,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00016651551413815469
13,0.591750979423523,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001623233110876754
14,0.591750979423523,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00015827019524294883
15,0.5917510986328125,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00015437602996826172
16,0.5917510986328125,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001506010739831254
17,0.5917510986328125,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001470049173804
18,0.591751217842102,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014352798461914062
19,0.591751217842102,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014015038323123008
20,0.591751217842102,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013693173241335899
21,0.591751217842102,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013377268624026328
22,0.591751217842102,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013077259063720703
23,0.5917512774467468,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00012783209967892617
24,0.5917512774467468,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00012499094009399414
25,0.5917513370513916,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001222093851538375
26,0.5917513370513916,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001195073127746582
27,0.5917513370513916,0.5917516350746155,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00011688470840454102
28,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00011432170867919922
29,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00011181831359863281
30,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00010935465252259746
31,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00010697046673158184
32,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00010460615158081055
33,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00010236104571959004
34,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.00010013580322265625
35,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,9.795030200621113e-05
36,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,9.578466415405273e-05
37,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,9.369850158691406e-05
38,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,9.159246837953106e-05
39,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,8.956591045716777e-05
40,0.5917514562606812,0.591751754283905,0.6499999761581421,0.3452380895614624,0.999799907207489,8.751948917051777e-05
41,0.5917514562606812,0.591751754283905,0.6499999761581421,0.3452380895614624,0.999799907207489,8.541345596313477e-05
42,0.5917514562606812,0.591751754283905,0.6499999761581421,0.3452380895614624,0.999799907207489,8.334716403624043e-05
43,0.5917514562606812,0.591751754283905,0.6499999761581421,0.3452380895614624,0.9997997879981995,8.122126018861309e-05
44,0.5917514562606812,0.591751754283905,0.6499999761581421,0.3452380895614624,0.9997997283935547,7.895628368714824e-05
45,0.5917515158653259,0.591751754283905,0.6499999761581421,0.3452380895614624,0.9997996687889099,7.631381595274433e-05
46,0.5917515158653259,0.5917518138885498,0.6499999761581421,0.3452380895614624,0.9997994303703308,7.33931883587502e-05
47,0.5912587642669678,0.5917520523071289,0.6499999761581421,0.3452380895614624,0.9997981190681458,7.661183917662129e-05
48,0.5917515158653259,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.999799907207489,0.0001195073127746582
49,0.591751217842102,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014005105185788125
50,0.5917511582374573,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014599163841921836
51,0.5917511582374573,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014537572860717773
52,0.591751217842102,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00014243523764889687
53,0.591751217842102,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013887882232666016
54,0.591751217842102,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013530254364013672
55,0.591751217842102,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00013196468353271484
56,0.5917512774467468,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00012882550072390586
57,0.5917512774467468,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001259446144104004
58,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001232624053955078
59,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00012077888095518574
60,0.5917513966560364,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00011841455852845684
61,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00011622905731201172
62,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00011416276538511738
63,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00011219581210752949
64,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001103679314837791
65,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00010857979214051738
66,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.00010691086208680645
67,0.5917514562606812,0.5917516946792603,0.6499999761581421,0.3452380895614624,0.9997999668121338,0.0001053015366778709
